transcriptomics
study - E-MTAB-4890
coord
chr17	42710533	42710582	0.0495982782494077
chr2	189460901	189460950	0.0495982782494077
chr12	64534765	64534814	0.0495982782494077
chr19	56429579	56429628	0.0495982782494077
chr6	89983726	89983775	0.0495982782494077
chr4	15213834	15213883	0.0495982782494077
chr11	63385821	63385870	0.0495982782494077
chr3	144748182	144748231	0.0495982782494077
chr19	3114546	3114595	0.0495982782494077
chrX	101542219	101542268	0.0495982782494077
chr7	150869918	150869967	0.0495982782494077
chr9	135151277	135151326	0.0495982782494077
