transcriptomics
study - GSE17048
coord
chr6	26171304	26171353	0.0400212638985901
chr12	25368389	25368438	0.0402405241640007
chr21	27107170	27107219	0.0305714781639737
chr5	111524884	111524891	0.0252510071844484
chr3	139074572	139074621	0.0250048544814817
chr19	56605324	56605373	0.0250048544814817
chr8	37849879	37849928	0.0383192972810071
chr17	17911894	17911943	0.0383192972810071
chr17	38405503	38405552	0.047820843201379
chr7	63239753	63239802	0.0265167604740247
chr22	19641346	19641365	0.0333590397942087
chr22	19573886	19573935	0.048943667746714
chr11	43418983	43419032	0.0433448509372903
chr21	31962655	31962689	0.0352021018176528
chr3	49733484	49733533	0.0252510071844484
chr6	111345439	111345488	0.048943667746714
chr11	64888501	64888508	0.0168239931118157
chr5	149826402	149826451	0.0321925262981759
chr11	124128359	124128408	0.0305714781639737
chr12	94432146	94432195	0.0336882795931202
chrX	102509537	102509586	0.0402405241640007
chr10	111975965	111976014	0.0265167604740247
chr7	139799432	139799481	0.0305714781639737
chr1	23894927	23894976	0.0328774856974889
chr2	70169451	70169478	0.0459369634090049
chr7	137057712	137057761	0.0305714781639737
chr14	69254536	69254585	0.0252510071844484
chr22	38373827	38373876	0.0453918339864622
chr19	2272794	2272821	0.048943667746714
chr20	36766459	36766482	0.0305714781639737
chr3	40328048	40328066	0.0206984995377093
chrX	152716744	152716785	0.0377339186054543
chr6	26231711	26231730	0.0252510071844484
chr12	54437444	54437493	0.0305714781639737
chr1	54183816	54183846	0.0405501771008141
chr2	101846799	101846848	0.0336882795931202
chr19	49993905	49993954	0.0496614340817342
chr12	47616641	47616690	0.0252510071844484
chr6	34494124	34494131	0.0252510071844484
chr9	100707062	100707111	0.0250048544814817
chr10	22608980	22609029	0.038403833809259
chr1	159888402	159888451	0.0402405241640007
chr16	83684987	83685036	0.0402405241640007
chr14	50052747	50052767	0.0333590397942087
chr6	41865284	41865303	0.0402405241640007
chr1	152231165	152231193	0.0376269194197611
chr2	128415569	128415618	0.0402405241640007
chr3	49762267	49762316	0.048943667746714
chr8	57149239	57149272	0.0405501771008141
chr6	134532365	134532414	0.0472999728660089
chr16	85995525	85995574	0.0149685166164013
chr5	150416450	150416482	0.0252510071844484
chr4	141761677	141761726	0.0402405241640007
chr4	144361774	144361823	0.0444782050311826
chr16	31487337	31487386	0.022394998315184
chr8	23488696	23488745	0.0472999728660089
chr22	37621465	37621514	0.0405501771008141
chr20	57034856	57034905	0.0378812137916961
chr5	80772148	80772197	0.0356826672760422
chr12	54685936	54685985	0.0352021018176528
chr12	112844098	112844134	0.0336882795931202
chr3	198043374	198043423	0.0333590397942087
chr19	492686	492735	0.0352021018176528
chr17	46586724	46586733	0.0336882795931202
chr16	11549762	11549811	0.0405501771008141
chr3	128533468	128533517	0.0336882795931202
chr11	117710818	117710867	0.0168239931118157
chr6	11321515	11321564	0.0321686769231308
chr10	71853165	71853214	0.0469807462625396
chr1	149856379	149856428	0.0449608154815533
chr3	170684444	170684493	0.0405501771008141
chr17	72724294	72724343	0.021769222510715
chr11	64876749	64876798	0.0352021018176528
chr22	36500261	36500310	0.0252510071844484
chr19	16299231	16299280	0.0352021018176528
chrX	118925541	118925590	0.0252510071844484
chr10	27106040	27106089	0.0305714781639737
chr6	41266424	41266473	0.0305714781639737
chr9	134856541	134856590	0.0383192972810071
chr5	176955426	176955475	0.0336882795931202
chr17	39752602	39752651	0.022394998315184
