epigenomics
study - 10.1038/s41598-018-35603-0
coord
chr6	31572209	31572209	0.000100000
chr6	31572221	31572221	0.000100000
chr1	236543745	236543745	0.029910000
chr18	76402614	76402614	0.000100000
chr21	44968247	44968247	0.001400000
chr6	161375822	161375822	0.001400000
chr10	92789283	92789283	0.004320000
chr8	143317165	143317165	0.029910000
chr6	31572196	31572196	0.000004570
chr6	31572225	31572225	0.000100000
chr1	91952441	91952441	0.011970000
chr17	1095192	1095192	0.001400000
chr11	8364165	8364165	0.000410000
chr12	6550358	6550358	0.001400000
chr14	106851665	106851665	0.004320000
chr17	76982605	76982605	0.001400000
chr21	36159592	36159592	0.000100000
chr11	128290742	128290742	0.000100000
chr8	125576310	125576310	0.001400000
chr17	77100157	77100157	0.001400000
chr19	11296317	11296317	0.000410000
chr16	2284162	2284162	0.004320000
chr19	15281021	15281021	0.004320000
chr1	39934161	39934161	0.000410000
chr7	73305227	73305227	0.000100000
chr6	31572237	31572237	0.000023400
chr4	1301259	1301259	0.001400000
chr17	45901167	45901167	0.029910000
chr6	31571958	31571958	0.000410000
chr16	84827312	84827312	0.000410000
chr1	175073161	175073161	0.001400000
chr15	101237595	101237595	0.001400000
chr2	1169665	1169665	0.004320000
chr5	179765523	179765523	0.000100000
chr6	7169399	7169399	0.000410000
chr7	119131	119131	0.000100000
chr4	2430271	2430271	0.000410000
chr7	2908489	2908489	0.004320000
chr10	127996730	127996730	0.001400000
chr2	218745380	218745380	0.000100000
chr7	1086682	1086682	0.000410000
chr18	79523493	79523493	0.000004570
chr21	34512210	34512210	0.000410000
chr17	3802581	3802581	0.000410000
chr7	151808030	151808030	0.000410000
chr3	195762435	195762435	0.000023400
chr18	9474145	9474145	0.000410000
chr4	2430145	2430145	0.000023400
chr9	94643271	94643271	0.000410000
chr15	90004460	90004460	0.000410000
chr6	161375818	161375818	0.001400000
chr7	139732379	139732379	0.000100000
chr16	4347290	4347290	0.001400000
chr17	48111751	48111751	0.004320000
chr16	8849579	8849579	0.000410000
chr17	7626375	7626375	0.001400000
chr16	87888079	87888079	0.000100000
chr3	23272238	23272238	0.001400000
chr11	119116083	119116083	0.001400000
chr17	63933096	63933096	0.004320000
chr6	31572344	31572344	0.000100000
chr19	35139401	35139401	0.001400000
chr1	54228260	54228260	0.004320000
chr11	62806866	62806866	0.000410000
chr11	57569468	57569468	0.000023400
chr11	73201396	73201396	0.000023400
chr3	127592195	127592195	0.000410000
chr6	31572249	31572249	0.000023400
chr12	8053006	8053006	0.000410000
chr16	4680135	4680135	0.001400000
chr16	85930467	85930467	0.000410000
chr19	1177576	1177576	0.000410000
chr19	55326653	55326653	0.000100000
chr10	79949435	79949435	0.001400000
chr11	44859359	44859359	0.000100000
chr2	233117175	233117175	0.000100000
chr3	159928712	159928712	0.001400000
chr4	1300995	1300995	0.004320000
chr11	95360645	95360645	0.001400000
chr15	55282714	55282714	0.004320000
chr2	219020892	219020892	0.000100000
chr6	28917791	28917791	0.000410000
chr12	131985392	131985392	0.000100000
chr1	36483380	36483380	0.000100000
chr10	112815200	112815200	0.001400000
chr11	61356874	61356874	0.004320000
chr13	110676436	110676436	0.004320000
chr6	28916822	28916822	0.000100000
chr13	114152981	114152981	0.000100000
chr6	15089932	15089932	0.000410000
chr10	112227618	112227618	0.000023400
chr11	69445368	69445368	0.000410000
chr14	21017741	21017741	0.001400000
chr16	15829630	15829630	0.000100000
chr21	44905938	44905938	0.000410000
chr5	140183288	140183288	0.000023400
chr6	32153124	32153124	0.004320000
chr19	852311	852311	0.000023400
chr19	35139375	35139375	0.000410000
chr1	226699343	226699343	0.004320000
chr5	135447891	135447891	0.004320000
chr6	73567250	73567250	0.000023400
chr10	113151893	113151893	0.000023400
chr13	114062789	114062789	0.001400000
chr14	75297626	75297626	0.000410000
chr16	85544241	85544241	0.001400000
chr11	69446276	69446276	0.000023400
chr11	134228689	134228689	0.000410000
chr14	23113924	23113924	0.004320000
chr1	23804510	23804510	0.000410000
chr3	50238833	50238833	0.001400000
chr1	226938125	226938125	0.000100000
chr11	72135742	72135742	0.001400000
chr13	114151748	114151748	0.001400000
chr17	82915696	82915696	0.001400000
chr7	4810629	4810629	0.000100000
chr17	58535001	58535001	0.001400000
chr19	38651371	38651371	0.000100000
chr1	1765253	1765253	0.000410000
chr10	101814869	101814869	0.000410000
chr11	68371765	68371765	0.004320000
chr17	27540587	27540587	0.000410000
chr7	157390772	157390772	0.004320000
chr2	241860040	241860040	0.000000761
chr3	153209808	153209808	0.001400000
chr8	29583900	29583900	0.004320000
chr10	3467566	3467566	0.001400000
chr17	82871433	82871433	0.001400000
chr1	11662878	11662878	0.000100000
chr3	31687257	31687257	0.001400000
chr8	11492788	11492788	0.029910000
chr13	110666143	110666143	0.001400000
chr19	35139451	35139451	0.000410000
chr11	3156392	3156392	0.000410000
chr14	24576911	24576911	0.004320000
chr17	49252190	49252190	0.000410000
chr1	19081403	19081403	0.001400000
chr1	32251401	32251401	0.001400000
chr10	69344968	69344968	0.001400000
chr11	64319634	64319634	0.000100000
chr12	123084571	123084571	0.011970000
chr13	24249940	24249940	0.001400000
chr22	29799310	29799310	0.000410000
chr4	83336000	83336000	0.001400000
chr6	25027390	25027390	0.000023400
chr11	2812029	2812029	0.004320000
chr1	161631263	161631263	0.001400000
chr3	11225334	11225334	0.000100000
chr17	64175164	64175164	0.001400000
chr18	63237095	63237095	0.000023400
chr21	33402321	33402321	0.000023400
chr15	93028758	93028758	0.001400000
chr1	161214515	161214515	0.000410000
chr2	218370792	218370792	0.000410000
chr7	143331615	143331615	0.000410000
chr20	35093420	35093420	0.001400000
chr1	21338317	21338317	0.000410000
chr2	241550802	241550802	0.011970000
chr11	1522045	1522045	0.000410000
chr4	687297	687297	0.000100000
chr15	90184328	90184328	0.000100000
chr18	76402752	76402752	0.000100000
chr1	41538042	41538042	0.000410000
