Coex_MGI			
Coexpression with MGI			
coor			
chr12	9220260	9268825	0.515
chr9	107543283	107690518	0.567
chr9	139901686	139923374	0.693
chrHG79_PATCH	136130710	136150724	0.557
chr12	109554400	109706031	0.537
chr7	100487615	100494594	0.632
chr3	132036211	132087142	0.51
chr10	90694831	90751147	0.524
chr12	52300692	52317145	0.511
chr3	52009066	52023218	0.623
chr21	46493768	46646478	0.745
chr10	1228073	1779670	0.605
chr7	45613739	45762715	0.644
chr3	123001143	123168605	0.538
chr12	49159975	49182820	0.539
chr7	31092076	31151089	0.504
chr2	70834750	70995357	0.601
chr4	100044808	100078949	0.543
chr1	203059782	203136533	0.658
chr22	24813847	24838328	0.574
chr17	15848231	15879060	0.538
chr2	96778707	96781984	0.529
chr11	67033881	67054027	0.677
chr19	50270180	50310369	0.708
chr7	44143960	44154161	0.615
NA	NA	NA	0.521
chr15	89346674	89418585	0.588
chrHSCHR6_MHC_APD	32160089	32163445	0.53
chr16	67516474	67517716	0.506
chr20	10618332	10654608	0.561
chrHSCHR6_MHC_COX	31570375	31572212	0.772
NA	NA	NA	0.534
chr17	26900133	26903952	0.544
chr10	45869661	45941561	0.59
chr13	31309645	31338556	0.608
chr10	47746936	47763041	0.573
chr12	53817639	53825318	0.506
chrX	118602363	118605282	0.696
chr8	124693034	124749647	0.733
chr7	36552456	36764154	0.608
chr9	72045204	72287222	0.542
chr15	29213840	29410518	0.548
chr11	6416354	6440644	0.533
chr21	45705721	45718531	0.504
chr11	102188215	102210134	0.523
chr19	36359138	36370699	0.692
chr19	45417921	45422606	0.517
chr19	45449243	45452814	0.685
chr19	45445495	45452820	0.506
chr19	51358171	51364020	0.535
chr7	30893010	30965131	0.509
chr18	24432002	24445749	0.655
chr1	228270361	228286912	0.523
chr3	49396578	49450431	0.522
chr2	20646835	20649200	0.524
chr1	113243728	113250056	0.518
chr11	3848208	3862213	0.527
chr11	46698630	46722165	0.569
chrX	11136239	11683821	0.527
chr17	79825598	79829282	0.552
chr12	15094951	15114662	0.524
chr16	318726	333003	0.708
chrX	69488155	69501690	0.55
chr17	4613784	4624795	0.836
chrX	2822011	2847392	0.658
chr11	3666358	3685646	0.53
chr22	19957419	20004331	0.638
chr8	17913934	17942494	0.517
chr1	176826438	177134109	0.572
chr1	212738676	212794119	0.537
chr1	8412457	8877702	0.517
chr1	160085549	160113381	0.658
chr19	42470734	42498384	0.587
chr17	7554254	7561087	0.635
chr16	28889804	28915787	0.638
chr12	110718561	110788898	0.661
chr17	3822869	3867736	0.607
chr3	10365707	10749716	0.638
chrX	152783134	152848397	0.564
chr13	114303173	114312501	0.51
chr6	31512239	31516204	0.664
chr13	52506809	52585630	0.585
chr2	241653181	241759725	0.648
chr20	3063202	3065370	0.543
chr1	206223976	206231639	0.583
chrX	153167985	153172620	0.623
chr19	41725108	41767670	0.511
chr19	825097	832017	0.613
chr21	30566392	31009660	0.566
chr8	143530791	143626370	0.574
chr6	69345259	70099403	0.51
chr19	49458072	49465055	0.569
chr11	66278077	66301098	0.627
chr19	49298322	49314320	0.581
chr18	60790579	60987361	0.719
chr20	30252255	30311792	0.561
chr16	12058964	12061925	0.616
chr19	589893	617157	0.597
chrHSCHR6_MHC_QBL	31885871	31910258	0.683
chrX	152760397	152775012	0.54
chr12	32259769	32536567	0.522
chr8	11351510	11422113	0.687
chr11	118754475	118768508	0.531
chr8	22022249	22069839	0.57
chr20	55743804	55841685	0.584
chr1	40222854	40254533	0.591
chr10	133781578	133795435	0.538
chr2	242498136	242513546	0.607
chr6	56322785	56819426	0.595
chr20	36888551	36965907	0.533
chr2	43449541	43453748	0.532
chr9	72999503	73029540	0.577
chrX	100604435	100641183	0.631
chr1	22962999	22966175	0.769
chr1	22979255	22988031	0.788
chr1	22970123	22974603	0.733
NA	NA	NA	0.596
chr12	7096351	7178336	0.575
chr12	8210898	8219067	0.754
chr19	47813104	47825327	0.627
